id,tags,quote,author
63264,"['books', 'literature', 'reading']","You forget everything. The hours slip by. You travel in your chair through centuries you seem seem to see before you, your thoughts are caught up in the story, dallying with the details or following the course of the plot, you enter into characters, so that it seems as if it were your own heart beating beneath their costumes.","Gustave Flaubert, Madame Bovary"
419574,['tears'],ords that weep and tears that speak,Abraham Cowley
100783,"['experience-of-pleasure-and-pain', 'spiritual', 'spiritual-quotes', 'weakness-in-you']","How long does the experience of pleasure or pain stay with you? For as long as there is weakness within. Then, further ahead they will not be there. There, one remains the ‘Knower’ of experience of pleasure and pain.",Dada Bhagwan
158733,"['inspirational-success-failure', 'money-quotes', 'self-improvement']","A Person spends a whole day, five days a week or more, working hard to make money, but few ever think beyond this fact. They live from pay cheque to pay cheque, drifting through life, and only realize too late that what they have been doing was not wise at all. As individuals it is now time we take charge of our money and plan for it, otherwise it will plan for you.",Neala Okuromade
175103,"['humor', 'humorous-quote', 'know', 'knowledge', 'learning', 'memory', 'remember', 'richelle', 'richelle-goodrich', 'today', 'tomorrow', 'wisdom']",hat I learn today I shall know forever. Whether or not I remember that I know it is a different story,"Richelle E. Goodrich, Smile Anyway"
85013,"['day', 'human', 'involve', 'living', 'politics', 'process', 'together']",rom the day to till the day there are two humans living together they were and they will be involves in political process,"Zaman Ali, Humanity"
284249,"['historical', 'psychological-thriller', 'romance', 'ya']","Ien stopped her voice with more kisses, more promises of a world filled with only them.","Christine Fonseca, Transcend"
145659,"['being-genuine', 'being-real', 'facebook', 'inspirational-life', 'inspirational-living', 'inspirational-wisdom', 'life-energy', 'static-energy', 'wisdom-quotes']","We are all surrounded with so much static energy, that it is actually crucial to develop the ability to remove that and to flow through the streams in life that we make— the ones that are not stagnant, the ones that are real, the energy that is flowing and that is real and that is actual. You can get so caught up with what your friends think about your photo on Facebook that you don't realize your loss of ability to actually feel what in fact was going on in that photo. Too often, we stop to smell the flowers in order to show someone that we have stopped to smell the flowers; without actually smelling anything with our noses! This is scary. We live in a scary world.",C. JoyBell C.
230908,"['chrles-bronson', 'evil', 'insanity', 'madness', 'prisoner']","Evil is there, out there and in your faces! You have two choices, either run or fight! To run is to die a coward! To fight is to win!","Stephen Richards, Insanity: My Mad Life"
396710,"['about', 'anxiety', 'future']",nly man clogs his happiness with care  destroying what is with thoughts of what may be,John Dryden
427358,"['Imagination', 'Sight', 'Started']", only hope that we don't lose sight of one thing - that it was all started by a mouse,Walt Disney
124861,"['determine', 'future', 'goals', 'history', 'inspirational-quotes', 'motivational-quotes']",istory affects our future but it doesn’t determine it,Todd Stocker
269761,['hurt'], had never seen anyone fight and I had never been taught to defend myself. But I knew hurt and never wondered that day what it was I had to do if I didn't want to be hurt again,"Andrew Krivak, The Sojourn"
4829,"['bible', 'god', 'life', 'light']","You're here to be light, bringing out the God-colors in the world.(Matthew 5:14, The Message)","Anonymous, The Message Remix"
136033,"['courage', 'guts']",t's not going to be over until we say so,"Trenton Lee Stewart, The Mysterious Benedict Society and the Perilous Journey"
93940,"['genuine', 'guilty', 'soul', 'unexpected']",t was such an unexpected and genuine smile that if I only had a soul I'm sure I would have felt quite guilty,"Jeff Lindsay, Darkly Dreaming Dexter"
356197,"['r-alan-woods', 'stupid', 'stupid-people', 'stupidity', 'stupidity-of-man']",ou can't fix stupi,R. Alan Woods
166401,"['life', 'literature']","Yes, I am confusing literature with life. I'm declaring my own ordinary life to be a work of literature.","Tadeusz Konwicki, A Minor Apocalypse"
490354,"['Family', 'Home', 'Music']","I've had fun doing romantic comedies, but I just can't anymore. There's nothing fulfilling creatively, there's nowhere to grow, nothing to learn from it or for yourself. I'd rather just be home with my family or write music until that special project comes my way.",Mandy Moore
263313,"['choices', 'life']",o not be so attached to life otherwise you will end up struggling for life. Choice is yours,Nadair Desmar
400574,"['', 'drink', 'eat', 'merry']",e who laughs  lasts,Mary Poole
5028,"['and-so-it-goes', 'heart', 'life', 'love', 'music']","So I would choose to be with you,That's if the choice were mine to make,But you can make decisions too,And you can have this heart to break",Billy Joel
110506,"['buddha', 'debasish-mridha', 'debasish-mridha-md', 'gandhi', 'inspirational', 'miraboli', 'oscar-wilde', 'philosophy', 'quotes', 'slowdown', 'tagore', 'time', 'time-waits-for-no-one', 'time-will-not-wait-for-you']","You may slowdown, but time will not wait for you.",Debasish Mridha
42512,"['city-of-god', 'clarity', 'hellraiser', 'inspiration']",ut can one actually see beauty with eyes blurred by the lack of almost everything a human being needs,"Paulo Lins, City of God"
481726,"['Friends', 'OldFriends']",emember that the most valuable antiques are dear old friends,"H. Jackson Brown, Jr."
422806,"['being-an-ass', 'fruits-basket', 'humor', 'laugh', 'shigure']",higure: We have just witnessed a classic example of what I like to call 'misdirected rage'. I believe the technical term is being an ass,Natsuki Takaya
434352,"['Children', 'Me', 'Proud']",he most rewarding aspect of parenting is seeing my children be authentic. The most rewarding thing for me is to see them do anything that they're proud of,Jamie Lee Curtis
145694,"['ambition', 'amit-kalantri', 'amit-kalantri-quotes', 'angry', 'annoy', 'annoying', 'excruciating', 'goal', 'human', 'humans', 'inspiration', 'inspirational', 'inspirational-quotes', 'irritate', 'live', 'living', 'love', 'man', 'men', 'motivation', 'motivational', 'motivational-quotes', 'pain', 'painful', 'people', 'perceive', 'perceived', 'philosophy', 'purpose', 'target', 'to-live', 'vision', 'wisdom', 'wisdom-quotes']",he most annoying pain is perceived when a man is living without a purpose,Amit Kalantri
331188,['curiosity'],"I want to say, Christina, that you are ... unusual. And somehow..."""" her voice trails off. """"Your mind-- your curiosity-- will be your comfort.","Christina Baker Kline, A Piece of the World"
57785,"['calling', 'conversion', 'convert', 'gift', 'great', 'greatness', 'humanity', 'life', 'poverty', 'produce', 'product', 'productivity', 'purpose', 'time', 'time-conversion', 'value', 'waste', 'wealth', 'work', 'world']",ou are killing your life if you are not converting your time,"Sunday Adelaja, How To Become Great Through Time Conversion: Are you wasting time, spending time or investing time?"
303503,"['antisemitism', 'bigot', 'bigotry', 'bigots', 'delusion', 'denial', 'homophobia', 'justified', 'prejudice', 'racism', 'sexism', 'truth']","The sad truth about bigotry is that most bigots either don't realize that they are bigots, or they convince themselves that their bigotry is perfectly justified.",Wayne Gerard Trotman
439391,"['Brother', 'Morning', 'School']","My first job, 9 years old, part-time, was selling Christmas cards door-to-door. Ten years old, my brother and I had paper routes. We delivered a morning paper called the 'L.A. Examiner.' Get up at 4 o'clock, fold your papers, deliver them and get ready for school.",John Paul DeJoria
212315,"['calling', 'life-purpose']",hat makes your heart leap,Jonas Salk
364579,['shakespeare'],"We probably read Shakespeare in the first place for his stories, afterwards for his characters. . . . To become intimate with Shakespeare in this way is a great enrichment of mind and instruction of conscience. Then, by degrees, as we go on reading this world-teacher, lines of insight and beauty take possession of us, and unconsciously mould our judgments of men and things and of the great issues of life.",Charlotte M. Mason
99602,['reading'],"It seems that one ought to read in two ways: 1) because of a particular and personal interest, which makes the thing one's own, regardless of what other people think of the book 2) to a certain extent, because it is something one 'ought to have read' but one must be quite clear this why one is reading.",T.S. Eliot
181144,['forgiveness'],istakes are your school of learning therefore forgiveness is your greatest teacher in this school of learning,"Stephen Richards, Forgiveness and Love Conquers All: Healing the Emotional Self"
189218,"['cheap', 'friends', 'quotes', 'value']","Something that trash for me, might be diamond for you.",Sohail Umar
212220,"['calling', 'consistency', 'integrity', 'vocation', 'workk']",he voice of Jacob will do a little good if the hands be the hands of Essau,"Charles Haddon Spurgeon, Lectures to My Students"
193863,['inspirational-life'],"As a teenager I clearly remember mornings when I was getting ready for school when something would -just still me- and I would lean forward and peer very intensely into the eyes of the girl in that mirror. who is that? I didn't know . I looked into those eyes as if they had the answer to who I am or who I could be."""" So I would search the depths of those green and blue flecked eyes. Calmly searching the eyes of this stranger as if I thought that if I looked deep enough, or long enough, I would find the answer to why I was even here.I didn't know what I know now. That I could only find out my identity,who I waswhen I stopped looking into my own eyesand instead searched in the eyes of Jesus. Only He could REALLY tell me who I am. Who I can be. Who I will be...",Laura A. Diaz (a.k.a. L. Diaz)
449539,"['Adventure', 'Man', 'Victory']","It is in the compelling zest of high adventure and of victory, and in creative action, that man finds his supreme joys.",Antoine de Saint-Exupery
484211,"['Hair', 'Me', 'Tongue']","I'm too tough and sensitive to have to have some pubescent twerp with his mom's earring in his tongue, who combs his hair with Redi-Whip and has an Ani DiFranco tattoo on his shin, come show me how a computer works.",P. J. O'Rourke
12197,"['BrianP.Cleary', 'YouOughtaKnowByNow']",hildren are like sponge,they start to smell after a little while.
171343,"['billy-graham', 'prayer']",rayer is speaking to God— but sometimes He uses our times of prayerful silence to speak to us in return,"Billy Graham, Billy Graham in Quotes"
299351,"['bradbury', 'dark', 'halloween', 'jim', 'will']","First of all, it was October, a rare month for boys. Not that all months aren't rare. But one strange year, halloween came early....don't you ditch me jim nightshade...don't talk death. Someone might hear...","Ray Bradbury, Something Wicked This Way Comes & A Sound of Thunder"
401420,"['failures', 'mistakes']",orget your mistakes  but remember what they taught you,Dorothy Galyean
95112,['soul'],"First you must believe there is a soul.... If by a soul one means the creature who lives within each of us, a creature born loving, born joyful, but who with each worldly blow shrinks more deeply into its shell until at last, the poor desiccated thing is unrecognizable even to its own self, yes. I do.","Lynn Cullen, Mrs. Poe"
263140,"['best-friends', 'change', 'choices', 'heartache', 'kiss', 'moments', 'unproclaimed-love']","Their lips touched now, mouths pursed tight, their eyes open, both of them stock still. The moment held, a kind of such glorious confusion.",David Nicholls
188573,"['brilliance', 'genius', 'imagination', 'voice', 'world']","Now more than ever the world needs your brilliance, your voice, your unique imagination, and your particular genius.","Gloria Burgess, Dare to Wear Your Soul on the Outside: Live Your Legacy Now"
368632,['physics'],ow much does a beam of light weigh,ijosephi lowly worm
98830,"['art', 'humor', 'inspirational']",ow important are the visual arts in our society? I feel strongly that the visual arts are of vast and incalculable importance. Of course I could be prejudiced. I am a visual art,Kermit the Frog
196105,"['paranormal-romance', 'paranormal-romance-series', 'sexy-humor', 'urban-fantasy', 'vampires']",id you get any blood on your breasts? I’m willing to go the extra mile,"Dannika Dark, Keystone"
66095,"['freedom', 'spirituality']","The bird flying free has no interest in the truth, searching, or looking for a deeper meaning. The bird flying free just """"is"""" and that is why it is free.","Princess Mazzaloulou, The Beautiful Dance of Life"
303515,"['liberals', 'politics', 'racism']",t’s often said that those who are unduly bothered by gays are latent homosexuals. Isn’t it possible that people obsessed with racism are themselves racist,"Ann Coulter, Mugged: Racial Demagoguery from the Seventies to Obama"
369717,"['death', 'time', 'winter']","The snow filled the air with a soft grey-blue mist, softening the wind and gunfire, bringing the earth and sky together into one swaying blur.The snow fell on Bach's shoulders; it was as though flakes of silence were falling on the still Volga, on the dead city, on the skeletons of horses. It was snowing everywhere, on earth and on the stars; the whole universe was full of snow. Everything was disappearing beneath it: guns, the bodies of the dead, filthy dressings, rubble, scraps of twisted iron.This soft, white snow settling over the carnage of the city was time itself; the present was turning into the past, and there was no future.","Vasily Grossman, Life and Fate"
274119,['poetry-quotes'],hen I talk of taking a trip I mean forever,Adrienne Rich
135628,['courage'],"I would rather be the person who steps in front of a whole gang to defend someone and gets beaten up for it than the person who watches from a safe hiding. There were times I hid, and I think the shame hurts more than the bruises would have.","Jonathan Renshaw, Dawn of Wonder"
300432,"['school', 'teacher', 'teaching']","The school takes its coloring from yourown attitude,","Thomas E. Sanders, Twenty Talks to Teachers"
206238,"['beliefs', 'don-t-betray-yourself', 'edmond-mbiaka', 'god-has-crowned-you', 'only-you-can-betray-yourself', 'positive', 'sitting-on-the-throne', 'thoughts']","The only person who could succeed in dethroning you from the throne that God has placed you on, is nobody else but you. So, sit comfortably with a mind full of positive thoughts and beliefs, and dare not to ever betray yourself.",
135429,"['confidence', 'courage', 'daring-life', 'dream', 'inspiraitonal', 'life', 'positive-thinking', 'try-again', 'wisdom-of-lailah-gifty-akita']",nly the bold dare to try,"Lailah Gifty Akita, Think Great: Be Great!"
486202,"['Children', 'Race', 'Up']",o race of barbarians ever existed yet offered up children for money,Samuel Gompers
87191,"['extraordinary-women', 'letters', 'women']","Only in hindsight can we see that out fears and worries were unwarranted, that insecurities and doubts were just illussions, or that we should have taken a risk or dared something new sooner.",Ellyn Spragins
353453,"['inspirational-quotes', 'intuition', 'soul-quotes', 'spirituality']","To be whole, we need to embrace bothintuition and logic.","Leta B., Your Steady Soul: May you transform your pain, anger, and hurt into wisdom, kindness, and love."
406148,['happiness'],he greatest happiness you can have is knowing that you do not necessarily require happiness,William Saroyan
475564,"['Chicago', 'Me', 'School']","Well, I design costumes because I started with the theater in Chicago, but somehow a few lines just sort of fell to me to do it. And I studied it in school and I always liked it.",John Malkovich
193540,"['big-dreams', 'do-it', 'don-t-be-in-haste', 'don-t-rush', 'dream-big', 'food-for-thought', 'haste', 'impatience', 'impotent', 'israelmore-ayivor', 'make-a-difference', 'make-a-mark', 'make-an-impact', 'patience', 'potent', 'potentials', 'rushdie', 'take-your-time', 'you-can-do-it']","Your potentials are called POTENTIALS because they are POTENT. Don't make them IMPOTENT by being IMPATIENT. Make an IMPACT"""".","Israelmore Ayivor, The Great Hand Book of Quotes"
23282,"['beauty', 'fear', 'growth', 'happiness', 'hate', 'honor', 'sadness', 'suffering', 'waste']",here is no beauty in sadness. No honor in suffering. No growth in fear. No relief in hate. It’s just a waste of perfectly good happiness,Katerina Stoykova Klemer
304025,"['bible-interpretation', 'responsibility']","Biblical interpretation is not a passive matter. It requires our own active negotiation. When we pretend that, deep down, all the voices are really saying the same thing and ought to be able to get along, we forfeit our responsibility as inheritors of this richly, sometimes disturbingly, contradictive literature.","Timothy Beal, The Rise and Fall of the Bible: The Unexpected History of an Accidental Book"
147201,"['children', 'humor', 'inspirational']",ou know that person on your left shoulder who tells you that you can't do it or that you're not good enough? Tell that person to GET LOST,"Dawn M. Plass, Oliver Axel's Adventures: Here I Am, World!"
388308,"['humor', 'inspirational', 'life', 'rules-to-rule-by', 'talk', 'the-gold-standard', 'time', 'time-management', 'work']","If you were to gather all the minutes wasted on insignificant, immaterial yik yak spent throughout the day and add them up, how much misspent time do you think you'd have? One hour? Two hours? Consider the sunk cost on that. It's unacceptable. One minute wasted is one minute too much.","Ari Gold, The Gold Standard: Rules to Rule By"
83398,['IainM.Banks'],'m a fucking starshi,I'm allowed to cheat.
254444,"['christian-behavior', 'christian-life', 'christian-quotes', 'king', 'ruler', 'servant']",o be a good ruler one must be the best of servants,"J. Aaron Gruben, King: A Christian's Call to Imitate Christ's Kingship"
242457,"['behaviour', 'beliefs', 'conditioning', 'cultural-conditioning', 'culture', 'eduction', 'inspiring-quotes', 'life-stories', 'mindset', 'rasheed-ogunlaru-quotes', 'stories-life', 'upbringing']","Our life stories are at one and the same time reality, fallacy and fantasy...",Rasheed Ogunlaru
218972,"['existence', 'human-beings', 'inspirational', 'life', 'mystery']","Maybe life isn't for everyone,Sometimes you do things to start anew life.But the new paths will always bring you back to the old ones or just show a glimpse of it so that you again go through those thousand memories.and no matter how much you try to get rid of the old shoe, Life will bring you to a certain point where you would want to throw off the new shoe and wear the old one back again..and Maybe, maybe you would or maybe you would not.For who knows, We re mysterious beings in these mysterious world trying to figure out our existence.",Alamvusha
164922,"['belief', 'believe-in-yourself', 'cross', 'cross-multiply', 'do-it', 'equation', 'food-for-thought', 'israelmore-ayivor', 'life', 'linear', 'linear-equation', 'mathematics', 'maths', 'multiply', 'simple-formula', 'think', 'you-can', 'you-can-do-it']","Life is a linear equation in which you can't cross multiply! If you think you can do it, you can do it. If you think you can't do it, you can't do it. It's a simple formula!","Israelmore Ayivor, The Great Hand Book of Quotes"
433982,"['LoveIs', 'Philadelphia', 'Tax']","Love is much nicer to be in than an automobile accident, a tight girdle, a higher tax bracket or a holding pattern over Philadelphia.",Judith Viorst
341625,['race'],ever to have to think of yourself as white is a luxory that makes you deeply stupid,"Leonard Michaels, The Collected Stories"
442889,"['Civilization', 'Technology']",e've arranged a civilization in which most crucial elements profoundly depend on science and technology,Carl Sagan
361349,"['demons', 'kelly', 'kelly-and-umber-series', 'mario', 'no-good-deed']","Mario the Magnificent is Orange!"""" His eyes sparkle with eagerness as he winks at me.",Bill Blais
455472,"['Goal', 'Grow', 'Try']","That's a big goal of mine, to try and grow as much of my own food as possible.",Daryl Hannah
213685,"['ashcheeks', 'bei-maejor', 'life', 'love', 'past', 'smile']",ou shouldn’t never regret something that made you smil,Bei Maejor
16410,"['god', 'religious', 'song', 'songs', 'what-if']","But what if you're wrong?What if there's more?What if there's hope you never dreamed of hoping for?What if you jump?And just close your eyes?What if the arms that catch you, catch you by surprise?What if He's more than enough?What if it's love?",Nichole Nordeman
14031,"['band', 'love', 'truth', 'ya']","Because the truth is, it isn't worth loving something if you aren't going to love it all the way.","Goldy Moldavsky, Kill the Boy Band"
414179,['possessions'],ogs love their friends and bite their enemies  quite unlike people  who are incapable of pure love and always have to mix love and hate in their . . . relations,Sigmund Freud
3049,"['acceptance', 'life']","The more you know who you are, and what you want, the less you let things upset you.","Stephanie Perkins, Anna and the French Kiss"
173702,['life-and-living'],"Life is a stage, that we all have to go through!",Ari Joseph
5737,"['change', 'growth', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'life-and-living', 'life-lessons']","The only way that we can live, is if we grow. The only way that we can grow is if we change. The only way that we can change is if we learn. The only way we can learn is if we are exposed. And the only way that we can become exposed is if we throw ourselves out into the open. Do it. Throw yourself.",C. JoyBell C.
94136,"['soul', 'spiritual', 'spiritual-quotes', 'taste']",he Knower of ‘taste’ is the Soul. The enjoyer of 'taste' is not the Soul,Dada Bhagwan
211256,"['self', 'self-esteem', 'self-esteem-or-lack-thereof', 'self-hatred', 'self-loathing']",T]hou canst not think worse of me than I do of myself,"Robert  Burton, The Anatomy of Melancholy"
330985,['romantic-suspense'],"Love was more than a choice, more than a feeling, it was a commitment.","K.T. Bryan, The Edge Of Trust"
384058,"['love', 'relationships', 'unrequited-love']",hich is worse? Loving someone and not being able to be with them or not loving someone and having to be with them,Donna Lynn Hope
47227,"['inspirational', 'knowledge', 'light', 'self-education']",nowledge is light,Lailah Gifty Akita
292419,"['church', 'discipleship', 'ministry']","Like the hub of a wheel, the church’s corporate life is an extension of the good news that God was in Christ reconciling the whole world to himself, not counting their trespasses against them.",Harold L. Senkbeil
253503,"['food', 'humor']","Preparing the communal evening meal sometimes caused arguments. Every village in Sicily had a different recipe for squid and eels, disagreed on what herbs should be disbarred from the tomato sauce. And whether sausages should ever be baked.","Mario Puzo, The Sicilian"
89634,"['beauty', 'change', 'life-and-living', 'life-changing-inspirational', 'pain']","This transformationbegins in the spinningof the soul,hanged upside down,massively re-arranged,motion light.By inch the radicaltakes place the old is decomposed, the gruesome has been destroyed melting into something beautiful.What has seemed to harm youbrought you to life.- CHANGE, A Poem",Tara Estacaan
445718,"['Changes', 'See', 'Weakness']","My biggest weakness is patience, wanting to see things happen too quickly or get changes in place right away. Not having the patience to let things develop.",Paul Gleason
151769,"['ally', 'ally-carter', 'bishop', 'carter', 'hale', 'heist', 'heist-society', 'kat', 'kat-bishop', 'katarina', 'katarina-bishop', 'society', 'w-w-hale']","Do you understand any of this?"""" he said, pointing to the lines and symbols that covered the massive screens.""""Some people understand the value of an education.""""Hale stretched and crossed his legs, the settled his arm around Kat's shoulders.""""That's sweet, Kat. Maybe later I'll buy you a university. And an ice cream.""""""""I'd settle for the ice cream.""""""""Deal.","Ally Carter, Heist Society"
447143,"['Hope', 'Life', 'War']","There will always be a place for us somewhere, somehow, as long as we see to it that working people fight for everything they have, everything they hope to get, for dignity, equality, democracy, to oppose war and to bring to the world a better life.",Harry Bridges
277148,"['a-mating-dance', 'ashwood-falls', 'lia-davis', 'paranormal', 'shapeshifter-romance']", felt the pull toward you the first time we met,"Lia Davis, A Mating Dance"
422789,['know'],ometomes that's all people ever really need. Just to know,"Cecelia Ahern, A Place Called Here"
128828,"['about', 'all', 'all-knowing', 'all-powerful', 'and', 'are', 'both', 'breathtaking', 'by', 'care', 'comprehend', 'concepts', 'concern', 'day', 'discussing', 'doesn-t', 'each-of-us', 'everlasting', 'fears', 'full', 'god', 'his', 'holy', 'implications', 'in', 'inexplicable', 'is', 'king-of-kings', 'knows', 'lord-of-lords', 'love', 'majesting', 'make', 'mere', 'mind', 'mortals', 'most', 'needs', 'night', 'no', 'of', 'our', 'personally', 'revelation', 'scripture', 'sense', 'simply', 'situations', 'the', 'there', 'to', 'us', 'way', 'we', 'welfare', 'which', 'why', 'would']","One of the most breathtaking concepts in all of Scripture is the revelation that God knows each of us personally and that we are in His mind both day and night. There is simply no way to comprehend the full implications of His love by the King of kings and Lord of lords. He is all-powerful and all-knowing, majestic and holy, from everlasting to everlasting. Why would He care about us—about our needs, our welfare, our fears? We have been discussing situations in which God doesn’t make sense. His concern for us mere mortals is the most inexplicable of all.","James C. Dobson, Life on the Edge: The Next Generation's Guide to a Meaningful Future"
234869,"['comprehension', 'creepy', 'horror', 'revelation']","The impulse came to her clairvoyantly, and she obeyed without a sign of hesitation. Deeper comprehension would come to her of the whole awful puzzle. And come it did, yet not in the way she imagined and expected.","Algernon Blackwood, The Man Whom the Trees Loved"
61157,"['rational-thought', 'science']","Beware the irrational, however seductive. Shun the 'transcendent' and all who invite you to subordinate or annihilate yourself. Distrust compassion; prefer dignity for yourself and others. Don't be afraid to be thought arrogant or selfish. Picture all experts as if they were mammals. Never be a spectator of unfairness or stupidity. Seek out argument and disputation for their own sake; the grave will supply plenty of time for silence. Suspect your own motives, and all excuses. Do not live for others any more than you would expect others to live for you.","Christopher Hitchens, Letters to a Young Contrarian"
157101,"['achieve', 'adventure', 'ambition', 'dream', 'dream-big', 'inspiring', 'job', 'life-lessons', 'living', 'pleasure', 'positive', 'potential', 'self-esteem', 'self-help', 'self-motivation', 'wishes', 'work', 'work-ethics', 'working-hard']",hat a great pleasure to work for your living,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind"
332407,['kindlehighlight'],"The problem with abstractions (like reports and documents) is that they create illusions of agreement. A hundred people can read the same words, but in their heads, they’re imagining a hundred different things.","Jason Fried, ReWork"
480229,"['Experience', 'Job', 'World']","Being an actor means asking people to look at you. I guess I accept that. But it's a profession in which the job is to show another world and other people. You may access it through bits of yourself, and your imagination and experience, but actually, in the end, you're not playing yourself.",Ralph Fiennes
90836,"['beauty', 'life', 'love', 'lying']",nly when I quit lying to myself did I discover the real beauty of my truth,Scott Stabile
218090,"['desire', 'energy', 'flame']","Every time I opened my mouth, flame licked up my throat. I could have razed vil­lages, kid­napped princesses.","Leah Raeder, Unteachable"
124593,"['encouragement-quotes', 'inspirational-quotes', 'motivational-quotes']",o not allow the negative experiences of your past to block your future blessing,"Latorria Freeman, Turn My Life Around Discovering Your Purpose"
177560,"['augustine', 'light', 'revelation', 'sproul', 'the-consequences-of-ideas', 'truth']","The concept of divine revelation was central to Augustine's epistemology, or theory of knowledge. The metaphor of light is instructive. In our present earthly state we are equipped with the faculty of sight. We have eyes, optic nerves, and so forth- all the equipment needed for sight. But a man with the keenest eyesight can see nothing if he is locked in a totally dark room. So just as an external source of light is needed for seeing, so an external revelation from God is needed for knowing. When Augustine speaks of revelation, he is not speaking of Biblical revelation alone. He is also concerned with """"general"""" or """"natural"""" revelation. Not only are the truths in Scripture dependent on God's revelation, but all truth, including scientific truth, is dependent on divine revelation. This is why Augustine encouraged students to learn as much as possible about as many things as possible. For him, all truth is God's truth, and when one encounters truth, one encounters the God whose truth it is.","R.C. Sproul, Consequences of Ideas"
405450,"['habit', 'tradition']",radition is a guide and not a jailer,W. Somerset Maugham
128923,"['life', 'mind', 'philosophy', 'wisdom']",he greatest wisdom is to understand emptiness,Ragesh Nair
174335,"['learning', 'wisdom']",isdom is learning what to overlook,William James
62034,"['brain', 'mind', 'science']",here is a looming chasm between what your brain knows and what your mind is capable of accessing,"David Eagleman, Incognito: The Secret Lives of the Brain"
126023,"['blessing-of-the-lord', 'christian', 'despair-hope', 'faith', 'grateful', 'healing', 'hope', 'inspirational', 'lailah-gifty-akita-affirmations', 'life', 'life-philosophy']",hat a blessed bliss to be alive,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind"
117002,"['band', 'knights-of-cydonia', 'music', 'rock']",on't waste your time or time will waste you,Muse
481917,"['Disliked', 'Enemies', 'Friends']","He has no enemies, but is intensely disliked by his friends.",Oscar Wilde
102528,"['education', 'happiness', 'hope', 'inspirational', 'intelligence', 'knowledge', 'life', 'love', 'philosophy', 'quotes', 'truth', 'wisdom']","Smiles are the dance of our soul,with the music of love, to express the beauty of mind,for the happiness of spirit,and for the joy of the world.",Debasish Mridha
150392,"['feminism', 'feminist', 'maya-angelou']","Frequently, I have been asked how I got to be this way. How did I, born black in a white country, poor in a society where wealth is adored and sought after at all costs, female in an environment where only large ships and some engines are described favourably by using the female pronoun-how did I get to be Maya Angelou?","Maya Angelou, Mom & Me & Mom"
313060,"['debasish', 'debasish-mridha', 'guides-your-success', 'let-it-be-love', 'love', 'mridha', 'philosophy', 'power-of-position']","Let it be love, not the power of position that guides you for your success.",Debasish Mridha
198713,"['butterfly-weeds', 'heartache', 'love', 'memory', 'my-butterfly']","She was also a memory, the worst kind of memory--the kind that pulled you to your knees at just the sound of her name.","Laura     Miller, My Butterfly"
397354,"['age', 'birthdays']", was going to take you out to lunch for your birthday . . . but you already are,Anonymous
82001,"['alibi', 'humour', 'mysterious-circumstances', 'self-preservation', 'sense-of-adventure']","Where's your sense of adventure?It died under mysterious circumstances. My sense of self-preservation found the body, but assures me it has an airtight alibi.-Captain Tagon & Captain Andreyasn","Howard Tayler, Resident Mad Scientist"
369302,"['africa', 'death', 'funerals', 'traffic']",his stupidity of sounding a siren and speeding through traffic with a coffin must be an African speciality,Nana Awere Damoah
434195,"['Children', 'Great', 'Mistake']","It's a great mistake, I think, to put children off with falsehoods and nonsense, when their growing powers of observation and discrimination excite in them a desire to know about things.",Anne Sullivan
76337,['war'],"Our hearts, the war.Her body, the battlefield.","Rick Yancey, The Last Star"
465376,"['Conquer', 'Mind', 'Remember']","You can conquer almost any fear if you will only make up your mind to do so. For remember, fear doesn't exist anywhere except in the mind.",Dale Carnegie
30920,"['burning', 'dark-tower', 'death', 'fire', 'roland', 'stephen-king', 'susan', 'susan-delgado', 'wizard-and-glass']","At the end of her life she was aware of heat but not pain. She had time to consider his eyes, eyes of that blue which is the color of the sky at first light of the morning. She had time to think of him on the Drop, riding Rusher flat out with his black hair flying back from his temples and his neckerchief rippling; to see him laughing with an ease and freedom he would never find again in the long life which stretched out for him beyond hers, and it was his laughter she took with her as she went out, fleeing the light and heat in to the silkly, consoling dark, calling to him over and over as she went, calling bird and bear and hare and fish.","Stephen King, Wizard and Glass"
330902,['romantic-suspense'],"I'm adaptable. A nomad, my mom always says.""""	Zoe raised an eyebrow.	""""Your mom?""""	""""Well I wasn't spawned.","Katie Reus, Deadly Fallout"
131121,"['bravery', 'forgiving', 'learning', 'love', 'moments', 'power', 'synchronistic', 'transformative', 'trust', 'voice']","Ordinary points of bravery, the synchronistic moments we all engage in, and the transformative power of minding our voices, forgiving, trusting, and learning to love ourselves and our lives, while we wait.","Andrea T. Goeglein, Don't Die Waiting to Be Brave"
265379,"['arguments', 'meaninglessness', 'value']",he problem with arguments is that it never adds up to any value to the subject,Aditya Ajmera
219266,"['humor', 'mystery', 'romance-novels', 'suspense']","If I’m going down, I’m going down with lipstick on.","Beth Yarnall, Wake Up Maggie"
261474,"['age', 'character', 'year']", suppose that one’s years spent living do not reflect a measure of our souls or strength of character,"Peter Koevari, Prophecies Awakening"
